Time,Ambient Dry Bulb (C),Ambient Relative Humidity (-),Ambient Pressure (kPa),GHI (W/m^2),DNI (W/m^2),DHI (W/m^2),Wind Speed (m/s),Sky Temperature (C),Mains Temperature (C),Ground Temperature (C),Ambient Humidity Ratio (-),Ambient Wet Bulb (-),apparent_zenith,zenith,apparent_elevation,elevation,azimuth,equation_of_time,dni_extraterrestrial,airmass,Exterior Wall Irradiance (W),"Exterior Wall Irradiance - 225 deg, poa_global (W/m^2)","Exterior Wall Irradiance - 225 deg, poa_direct (W/m^2)","Exterior Wall Irradiance - 225 deg, poa_diffuse (W/m^2)","Exterior Wall Irradiance - 225 deg, poa_sky_diffuse (W/m^2)","Exterior Wall Irradiance - 225 deg, poa_ground_diffuse (W/m^2)","Exterior Wall Irradiance - 315 deg, poa_global (W/m^2)","Exterior Wall Irradiance - 315 deg, poa_direct (W/m^2)","Exterior Wall Irradiance - 315 deg, poa_diffuse (W/m^2)","Exterior Wall Irradiance - 315 deg, poa_sky_diffuse (W/m^2)","Exterior Wall Irradiance - 315 deg, poa_ground_diffuse (W/m^2)","Exterior Wall Irradiance - 45 deg, poa_global (W/m^2)","Exterior Wall Irradiance - 45 deg, poa_direct (W/m^2)","Exterior Wall Irradiance - 45 deg, poa_diffuse (W/m^2)","Exterior Wall Irradiance - 45 deg, poa_sky_diffuse (W/m^2)","Exterior Wall Irradiance - 45 deg, poa_ground_diffuse (W/m^2)","Exterior Wall Irradiance - 135 deg, poa_global (W/m^2)","Exterior Wall Irradiance - 135 deg, poa_direct (W/m^2)","Exterior Wall Irradiance - 135 deg, poa_diffuse (W/m^2)","Exterior Wall Irradiance - 135 deg, poa_sky_diffuse (W/m^2)","Exterior Wall Irradiance - 135 deg, poa_ground_diffuse (W/m^2)",Attic Wall Irradiance (W),"Attic Wall Irradiance - 315 deg, poa_global (W/m^2)","Attic Wall Irradiance - 315 deg, poa_direct (W/m^2)","Attic Wall Irradiance - 315 deg, poa_diffuse (W/m^2)","Attic Wall Irradiance - 315 deg, poa_sky_diffuse (W/m^2)","Attic Wall Irradiance - 315 deg, poa_ground_diffuse (W/m^2)","Attic Wall Irradiance - 135 deg, poa_global (W/m^2)","Attic Wall Irradiance - 135 deg, poa_direct (W/m^2)","Attic Wall Irradiance - 135 deg, poa_diffuse (W/m^2)","Attic Wall Irradiance - 135 deg, poa_sky_diffuse (W/m^2)","Attic Wall Irradiance - 135 deg, poa_ground_diffuse (W/m^2)",Attic Roof Irradiance (W),"Attic Roof Irradiance - 225 deg, poa_global (W/m^2)","Attic Roof Irradiance - 225 deg, poa_direct (W/m^2)","Attic Roof Irradiance - 225 deg, poa_diffuse (W/m^2)","Attic Roof Irradiance - 225 deg, poa_sky_diffuse (W/m^2)","Attic Roof Irradiance - 225 deg, poa_ground_diffuse (W/m^2)","Attic Roof Irradiance - 45 deg, poa_global (W/m^2)","Attic Roof Irradiance - 45 deg, poa_direct (W/m^2)","Attic Roof Irradiance - 45 deg, poa_diffuse (W/m^2)","Attic Roof Irradiance - 45 deg, poa_sky_diffuse (W/m^2)","Attic Roof Irradiance - 45 deg, poa_ground_diffuse (W/m^2)",Rim Joist Irradiance (W),"Rim Joist Irradiance - 225 deg, poa_global (W/m^2)","Rim Joist Irradiance - 225 deg, poa_direct (W/m^2)","Rim Joist Irradiance - 225 deg, poa_diffuse (W/m^2)","Rim Joist Irradiance - 225 deg, poa_sky_diffuse (W/m^2)","Rim Joist Irradiance - 225 deg, poa_ground_diffuse (W/m^2)","Rim Joist Irradiance - 315 deg, poa_global (W/m^2)","Rim Joist Irradiance - 315 deg, poa_direct (W/m^2)","Rim Joist Irradiance - 315 deg, poa_diffuse (W/m^2)","Rim Joist Irradiance - 315 deg, poa_sky_diffuse (W/m^2)","Rim Joist Irradiance - 315 deg, poa_ground_diffuse (W/m^2)","Rim Joist Irradiance - 45 deg, poa_global (W/m^2)","Rim Joist Irradiance - 45 deg, poa_direct (W/m^2)","Rim Joist Irradiance - 45 deg, poa_diffuse (W/m^2)","Rim Joist Irradiance - 45 deg, poa_sky_diffuse (W/m^2)","Rim Joist Irradiance - 45 deg, poa_ground_diffuse (W/m^2)","Rim Joist Irradiance - 135 deg, poa_global (W/m^2)","Rim Joist Irradiance - 135 deg, poa_direct (W/m^2)","Rim Joist Irradiance - 135 deg, poa_diffuse (W/m^2)","Rim Joist Irradiance - 135 deg, poa_sky_diffuse (W/m^2)","Rim Joist Irradiance - 135 deg, poa_ground_diffuse (W/m^2)",Window Irradiance (W),"Window Irradiance - 225 deg, poa_global (W/m^2)","Window Irradiance - 225 deg, poa_direct (W/m^2)","Window Irradiance - 225 deg, poa_diffuse (W/m^2)","Window Irradiance - 225 deg, poa_sky_diffuse (W/m^2)","Window Irradiance - 225 deg, poa_ground_diffuse (W/m^2)","Window Irradiance - 315 deg, poa_global (W/m^2)","Window Irradiance - 315 deg, poa_direct (W/m^2)","Window Irradiance - 315 deg, poa_diffuse (W/m^2)","Window Irradiance - 315 deg, poa_sky_diffuse (W/m^2)","Window Irradiance - 315 deg, poa_ground_diffuse (W/m^2)","Window Irradiance - 45 deg, poa_global (W/m^2)","Window Irradiance - 45 deg, poa_direct (W/m^2)","Window Irradiance - 45 deg, poa_diffuse (W/m^2)","Window Irradiance - 45 deg, poa_sky_diffuse (W/m^2)","Window Irradiance - 45 deg, poa_ground_diffuse (W/m^2)","Window Irradiance - 135 deg, poa_global (W/m^2)","Window Irradiance - 135 deg, poa_direct (W/m^2)","Window Irradiance - 135 deg, poa_diffuse (W/m^2)","Window Irradiance - 135 deg, poa_sky_diffuse (W/m^2)","Window Irradiance - 135 deg, poa_ground_diffuse (W/m^2)",Door Irradiance (W),"Door Irradiance - 45 deg, poa_global (W/m^2)","Door Irradiance - 45 deg, poa_direct (W/m^2)","Door Irradiance - 45 deg, poa_diffuse (W/m^2)","Door Irradiance - 45 deg, poa_sky_diffuse (W/m^2)","Door Irradiance - 45 deg, poa_ground_diffuse (W/m^2)",Horizontal Irradiance (W/m^2),Occupancy (Persons),MELs (kW),TV (kW),Ceiling Fan (kW),Indoor Lighting (kW),Clothes Washer (L/min),Clothes Washer (kW),Clothes Dryer (kW),Clothes Dryer (therms/hour),Cooking Range (kW),Cooking Range (therms/hour),Water Heating (L/min),Water Heating Setpoint (C),Refrigerator (kW),Exterior Lighting (kW),HVAC Heating Setpoint (C),HVAC Cooling Setpoint (C)
2025-01-01 08:43:00,-1.7,0.92,103.0,47,222,28,3.1,-18.077998212880004,12.43753247303448,9.236100170605994,0.002963029610825206,-2.1158858878993927,83.49740068159956,83.63020563087332,6.502599318400439,6.369794369126682,132.41951404722283,-3.7672481303306995,1413.981805,8.246085493282827,8005.818230967401,20.68878641313014,0.0,20.68878641313014,15.988786413130141,4.699999999999999,20.68878641313014,0.0,20.68878641313014,15.988786413130141,4.699999999999999,34.33337704825529,9.933346900135549,24.400030148119736,19.700030148119737,4.699999999999999,300.1057664973634,220.4057664973634,79.7,75.0,4.699999999999999,1269.5988191031747,20.68878641313014,0.0,20.68878641313014,15.988786413130141,4.699999999999999,300.1057664973634,220.4057664973634,79.7,75.0,4.699999999999999,3284.6617682581054,45.40699351445812,17.58722898232112,27.819764532137004,27.323572329836608,0.4961922023003955,57.61108638857685,26.47188454743707,31.139201841139784,30.643009638839388,0.4961922023003955,554.0597984429793,20.68878641313014,0.0,20.68878641313014,15.988786413130141,4.699999999999999,20.68878641313014,0.0,20.68878641313014,15.988786413130141,4.699999999999999,34.33337704825529,9.933346900135549,24.400030148119736,19.700030148119737,4.699999999999999,300.1057664973634,220.4057664973634,79.7,75.0,4.699999999999999,3104.5767541795844,17.66822359681314,0.0,17.66822359681314,15.988786413130141,4.699999999999999,17.66822359681314,0.0,17.66822359681314,15.988786413130141,4.699999999999999,20.99175421294141,0.15412846644715628,20.837625746494254,19.700030148119737,4.699999999999999,289.8865481952068,221.82274819520677,68.0638,75.0,4.699999999999999,63.79350202498285,34.33337704825529,9.933346900135549,24.400030148119736,19.700030148119737,4.699999999999999,52.62979322022999,0.0,0.08200233774209639,0.0029207894556437432,0.022934678861570055,0.011729034323127456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.062310885583314254,0.004080349506578947,21.722222222222285,22.722222222222285
2025-01-01 08:44:00,-1.7,0.92,103.0,47,222,28,3.1,-18.077998212880004,12.43753247303448,9.236100170605994,0.002963029610825206,-2.1158858878993927,83.37062437874705,83.5012668071134,6.629375621252944,6.498733192886608,132.61137101911572,-3.7675742064675433,1413.981805,8.107847748816098,7971.213875348627,20.68795187306819,0.0,20.68795187306819,15.98795187306819,4.699999999999999,20.68795187306819,0.0,20.68795187306819,15.98795187306819,4.699999999999999,33.291811455739435,9.19292264268602,24.098888813053414,19.398888813053414,4.699999999999999,300.08185589561384,220.38185589561385,79.7,75.0,4.699999999999999,1269.500886010055,20.68795187306819,0.0,20.68795187306819,15.98795187306819,4.699999999999999,300.08185589561384,220.38185589561385,79.7,75.0,4.699999999999999,3314.268904860346,46.33671245937473,18.362389227430462,27.97432323194427,27.478131029643873,0.4961922023003955,57.60994718166083,26.584789203807716,31.02515797785311,30.528965775552713,0.4961922023003955,551.5479952635563,20.68795187306819,0.0,20.68795187306819,15.98795187306819,4.699999999999999,20.68795187306819,0.0,20.68795187306819,15.98795187306819,4.699999999999999,33.291811455739435,9.19292264268602,24.098888813053414,19.398888813053414,4.699999999999999,300.08185589561384,220.38185589561385,79.7,75.0,4.699999999999999,3100.0197359682816,17.667510899600234,0.0,17.667510899600234,15.98795187306819,4.699999999999999,17.667510899600234,0.0,17.667510899600234,15.98795187306819,4.699999999999999,20.706088586389424,0.12563754004180624,20.580451046347616,19.398888813053414,4.699999999999999,289.84918050998675,221.78538050998674,68.0638,75.0,4.699999999999999,61.85820982690037,33.291811455739435,9.19292264268602,24.098888813053414,19.398888813053414,4.699999999999999,53.12623659226528,0.0,0.08200233774209639,0.0029207894556437432,0.022934678861570055,0.011729034323127456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.062310885583314254,0.004080349506578947,21.722222222222285,22.722222222222285
2025-01-01 08:45:00,-1.7,0.92,103.0,47,222,28,3.1,-18.077998212880004,12.43753247303448,9.236100170605994,0.002963029610825206,-2.1158858878993927,83.24417397623422,83.37272463795624,6.755826023765782,6.627275362043765,132.80354668746747,-3.7679002797667636,1413.981805,7.974327620931193,7936.581550457421,20.68663320040112,0.0,20.68663320040112,15.98663320040112,4.699999999999999,20.68663320040112,0.0,20.68663320040112,15.98663320040112,4.699999999999999,32.25217094377845,8.451508223621934,23.80066272015652,19.10066272015652,4.699999999999999,300.0545666204688,220.35456662046877,79.7,75.0,4.699999999999999,1269.387665207427,20.68663320040112,0.0,20.68663320040112,15.98663320040112,4.699999999999999,300.0545666204688,220.35456662046877,79.7,75.0,4.699999999999999,3343.7317881199406,47.2630918355471,19.13651302218739,28.126578813359707,27.63038661105931,0.4961922023003955,57.607623271759586,26.695771782354246,30.91185148940534,30.415659287104944,0.4961922023003955,549.0345232131563,20.68663320040112,0.0,20.68663320040112,15.98663320040112,4.699999999999999,20.68663320040112,0.0,20.68663320040112,15.98663320040112,4.699999999999999,32.25217094377845,8.451508223621934,23.80066272015652,19.10066272015652,4.699999999999999,300.0545666204688,220.35456662046877,79.7,75.0,4.699999999999999,3095.5006816714786,17.666384753142555,0.0,17.666384753142555,15.98663320040112,4.699999999999999,17.666384753142555,0.0,17.666384753142555,15.98663320040112,4.699999999999999,20.426553080385105,0.1007871173714365,20.32576596301367,19.10066272015652,4.699999999999999,289.80654763345683,221.74274763345684,68.0638,75.0,4.699999999999999,59.92649454553374,32.25217094377845,8.451508223621934,23.80066272015652,19.10066272015652,4.699999999999999,53.621026096771416,0.0,0.08200233774209639,0.0029207894556437432,0.022934678861570055,0.011729034323127456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.062310885583314254,0.004080349506578947,21.722222222222285,22.722222222222285
2025-01-01 08:46:00,-1.7,0.92,103.0,47,222,28,3.1,-18.077998212880004,12.43753247303448,9.236100170605994,0.002963029610825206,-2.1158858878993927,83.11805482501617,83.24458123015185,6.881945174983822,6.755418769848145,132.99604224565053,-3.76822635030112,1413.981805,7.845302632942429,7901.926242762664,20.684855890968542,0.0,20.684855890968542,15.984855890968543,4.699999999999999,20.684855890968542,0.0,20.684855890968542,15.984855890968543,4.699999999999999,31.21456561606198,7.709117752156295,23.505447863905683,18.805447863905684,4.699999999999999,300.023899185093,220.32389918509298,79.7,75.0,4.699999999999999,1269.2592596303339,20.684855890968542,0.0,20.684855890968542,15.984855890968543,4.699999999999999,300.023899185093,220.32389918509298,79.7,75.0,4.699999999999999,3373.052265712844,48.186122779871525,19.90958563630263,28.276537143568895,27.7803449412685,0.4961922023003955,57.60418147133131,26.804830172451343,30.799351298879966,30.30315909657957,0.4961922023003955,546.5197391022375,20.684855890968542,0.0,20.684855890968542,15.984855890968543,4.699999999999999,20.684855890968542,0.0,20.684855890968542,15.984855890968543,4.699999999999999,31.21456561606198,7.709117752156295,23.505447863905683,18.805447863905684,4.699999999999999,300.023899185093,220.32389918509298,79.7,75.0,4.699999999999999,3091.0181452205697,17.664866930887136,0.0,17.664866930887136,15.984855890968543,4.699999999999999,17.664866930887136,0.0,17.664866930887136,15.984855890968543,4.699999999999999,20.153012487263528,0.07936001148807444,20.073652475775454,18.805447863905684,4.699999999999999,289.75865629360885,221.69485629360886,68.0638,75.0,4.699999999999999,57.99856076023261,31.21456561606198,7.709117752156295,23.505447863905683,18.805447863905684,4.699999999999999,54.11415231939117,0.0,0.08200233774209639,0.0029207894556437432,0.022934678861570055,0.011729034323127456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.062310885583314254,0.004080349506578947,21.722222222222285,22.722222222222285
2025-01-01 08:47:00,-1.7,0.92,103.0,47,222,28,3.1,-18.077998212880004,12.43753247303448,9.236100170605994,0.002963029610825206,-2.1158858878993927,82.99227200776876,83.11683860985647,7.00772799223124,6.883161390143523,133.18885900103623,-3.7685524182670633,1413.981805,7.720563417167093,7867.252043126149,20.682643943892725,0.0,20.682643943892725,15.982643943892725,4.699999999999999,20.682643943892725,0.0,20.682643943892725,15.982643943892725,4.699999999999999,30.179080656674792,6.96576485586672,23.213315800808072,18.513315800808073,4.699999999999999,299.9898541429268,220.2898541429268,79.7,75.0,4.699999999999999,1269.1157664497039,20.682643943892725,0.0,20.682643943892725,15.982643943892725,4.699999999999999,299.9898541429268,220.2898541429268,79.7,75.0,4.699999999999999,3402.2320654920545,49.10580502525194,20.68159287829403,28.42421214695791,27.928019944657514,0.4961922023003955,57.59967623877418,26.911962371492926,30.68771386728125,30.191521664980854,0.4961922023003955,544.0039349934768,20.682643943892725,0.0,20.682643943892725,15.982643943892725,4.699999999999999,20.682643943892725,0.0,20.682643943892725,15.982643943892725,4.699999999999999,30.179080656674792,6.96576485586672,23.213315800808072,18.513315800808073,4.699999999999999,299.9898541429268,220.2898541429268,79.7,75.0,4.699999999999999,3086.570236980328,17.662977928084388,0.0,17.662977928084388,15.982643943892725,4.699999999999999,17.662977928084388,0.0,17.662977928084388,15.982643943892725,4.699999999999999,19.885303220375935,0.061131526485842254,19.824171693890094,18.513315800808073,4.699999999999999,289.70551399930304,221.64171399930305,68.0638,75.0,4.699999999999999,56.07456674820568,30.179080656674792,6.96576485586672,23.213315800808072,18.513315800808073,4.699999999999999,54.605606207353915,0.0,0.08200233774209639,0.0029207894556437432,0.022934678861570055,0.011729034323127456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.062310885583314254,0.004080349506578947,21.722222222222285,22.722222222222285
2025-01-01 08:48:00,-1.7,0.92,103.0,47,222,28,3.1,-18.077998212880004,12.43753247303448,9.236100170605994,0.002963029610825206,-2.1158858878993927,82.86683068934362,82.989499065213,7.133169310656381,7.01050093478701,133.38199785703227,-3.768878483228036,1413.981805,7.599913125802767,7832.5623612404925,20.680019972240835,0.0,20.680019972240835,15.980019972240838,4.699999999999999,20.680019972240835,0.0,20.680019972240835,15.980019972240838,4.699999999999999,29.145782643165877,6.221464676424631,22.924317966741246,18.224317966741246,4.699999999999999,299.9524321813026,220.25243218130257,79.7,75.0,4.699999999999999,1268.9572778808179,20.680019972240835,0.0,20.680019972240835,15.980019972240838,4.699999999999999,299.9524321813026,220.25243218130257,79.7,75.0,4.699999999999999,3431.2727271254207,50.02214305476486,21.452519024205753,28.56962403055911,28.073431828258713,0.4961922023003955,57.5941513801923,27.01716619864546,30.576985181546846,30.08079297924645,0.4961922023003955,541.4873537489334,20.680019972240835,0.0,20.680019972240835,15.980019972240838,4.699999999999999,20.680019972240835,0.0,20.680019972240835,15.980019972240838,4.699999999999999,29.145782643165877,6.221464676424631,22.924317966741246,18.224317966741246,4.699999999999999,299.9524321813026,220.25243218130257,79.7,75.0,4.699999999999999,3082.154681305948,17.660737056293673,0.0,17.660737056293673,15.980019972240838,4.699999999999999,17.660737056293673,0.0,17.660737056293673,15.980019972240838,4.699999999999999,19.62323697323254,0.04586942963551454,19.577367543597024,18.224317966741246,4.699999999999999,289.6471291807794,221.5833291807794,68.0638,75.0,4.699999999999999,54.1546362145869,29.145782643165877,6.221464676424631,22.924317966741246,18.224317966741246,4.699999999999999,55.095377751578084,0.0,0.08200233774209639,0.0029207894556437432,0.022934678861570055,0.011729034323127456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.062310885583314254,0.004080349506578947,21.722222222222285,22.722222222222285
2025-01-01 08:49:00,-1.7,0.92,103.0,47,222,28,3.1,-18.077998212880004,12.43753247303448,9.236100170605994,0.002963029610825206,-2.1158858878993927,82.74173562291533,82.86256463256217,7.258264377084676,7.137435367437827,133.57546008834333,-3.7692045453586616,1413.981805,7.483166080944913,7797.859890744235,20.677005290312106,0.0,20.677005290312106,15.977005290312107,4.699999999999999,20.677005290312106,0.0,20.677005290312106,15.977005290312107,4.699999999999999,28.11471841792497,5.476230879805032,22.638487538119936,17.938487538119936,4.699999999999999,299.91163398453017,220.21163398453015,79.7,75.0,4.699999999999999,1268.7838809868997,20.677005290312106,0.0,20.677005290312106,15.977005290312107,4.699999999999999,299.91163398453017,220.21163398453015,79.7,75.0,4.699999999999999,3460.1757285388276,50.93514862827312,22.222349922653546,28.712798705619573,28.216606503319177,0.4961922023003955,57.5876414884671,27.120439725744564,30.467201762722535,29.97100956042214,0.4961922023003955,538.9701864879502,20.677005290312106,0.0,20.677005290312106,15.977005290312107,4.699999999999999,20.677005290312106,0.0,20.677005290312106,15.977005290312107,4.699999999999999,28.11471841792497,5.476230879805032,22.638487538119936,17.938487538119936,4.699999999999999,299.91163398453017,220.21163398453015,79.7,75.0,4.699999999999999,3077.7688378343087,17.658162517926538,0.0,17.658162517926538,15.977005290312107,4.699999999999999,17.658162517926538,0.0,17.658162517926538,15.977005290312107,4.699999999999999,19.36660216251733,0.03333380496290681,19.333268357554424,17.938487538119936,4.699999999999999,289.5835109697338,221.51971096973384,68.0638,75.0,4.699999999999999,52.2388561953844,28.11471841792497,5.476230879805032,22.638487538119936,17.938487538119936,4.699999999999999,55.5834579633228,0.0,0.08200233774209639,0.0029207894556437432,0.022934678861570055,0.011729034323127456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.062310885583314254,0.004080349506578947,21.722222222222285,22.722222222222285
2025-01-01 08:50:00,-1.7,0.92,103.0,47,222,28,3.1,-18.077998212880004,12.43753247303448,9.236100170605994,0.002963029610825206,-2.1158858878993927,82.6169914977396,82.73603743837324,7.383008502260392,7.263962561626749,133.76924682523742,-3.769530604695319,1413.981805,7.370147328884065,7763.1467921975545,20.673620007954835,0.0,20.673620007954835,15.973620007954835,4.699999999999999,20.673620007954835,0.0,20.673620007954835,15.973620007954835,4.699999999999999,27.08592046998313,4.730077643794928,22.3558428261882,17.655842826188202,4.699999999999999,299.8674603226314,220.1674603226314,79.7,75.0,4.699999999999999,1268.5956584035753,20.673620007954835,0.0,20.673620007954835,15.973620007954835,4.699999999999999,299.8674603226314,220.1674603226314,79.7,75.0,4.699999999999999,3488.9424161495645,51.84483732373333,22.99107092928725,28.85376639444608,28.357574192145684,0.4961922023003955,57.58017321383278,27.22178098943828,30.358392224394503,29.862200022094108,0.4961922023003955,536.4525858525877,20.673620007954835,0.0,20.673620007954835,15.973620007954835,4.699999999999999,20.673620007954835,0.0,20.673620007954835,15.973620007954835,4.699999999999999,27.08592046998313,4.730077643794928,22.3558428261882,17.655842826188202,4.699999999999999,299.8674603226314,220.1674603226314,79.7,75.0,4.699999999999999,3073.4097470647475,17.655271486793428,0.0,17.655271486793428,15.973620007954835,4.699999999999999,17.655271486793428,0.0,17.655271486793428,15.973620007954835,4.699999999999999,19.11516680561127,0.02327703204654759,19.091889773564723,17.655842826188202,4.699999999999999,289.51466933104183,221.45086933104184,68.0638,75.0,4.699999999999999,50.327287057193224,27.08592046998313,4.730077643794928,22.3558428261882,17.655842826188202,4.699999999999999,56.069837558600284,0.0,0.08200233774209639,0.0029207894556437432,0.022934678861570055,0.011729034323127456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.062310885583314254,0.004080349506578947,21.722222222222285,22.722222222222285
2025-01-01 08:51:00,-1.7,0.92,103.0,47,222,28,3.1,-18.077998212880004,12.43753247303448,9.236100170605994,0.002963029610825206,-2.1158858878993927,82.4926028662818,82.6099196148082,7.507397133718193,7.390080385191801,133.96335918040222,-3.769856661245285,1413.981805,7.260691834867015,7728.424748192623,20.6698831110596,0.0,20.6698831110596,15.969883111059602,4.699999999999999,20.6698831110596,0.0,20.6698831110596,15.969883111059602,4.699999999999999,26.059408498518973,3.9830191678565754,22.076389330662398,17.3763893306624,4.699999999999999,299.81991203008215,220.1199120300821,79.7,75.0,4.699999999999999,1268.392688573304,20.6698831110596,0.0,20.6698831110596,15.969883111059602,4.699999999999999,299.81991203008215,220.1199120300821,79.7,75.0,4.699999999999999,3517.5740318924086,52.751228297786696,23.75866741655717,28.992560881229526,28.49636867892913,0.4961922023003955,57.57176635091469,27.321188062561937,30.250578288352756,29.75438608605236,0.4961922023003955,533.9346699957223,20.6698831110596,0.0,20.6698831110596,15.969883111059602,4.699999999999999,20.6698831110596,0.0,20.6698831110596,15.969883111059602,4.699999999999999,26.059408498518973,3.9830191678565754,22.076389330662398,17.3763893306624,4.699999999999999,299.81991203008215,220.1199120300821,79.7,75.0,4.699999999999999,3069.0741563577376,17.652080176844898,0.0,17.652080176844898,15.969883111059602,4.699999999999999,17.652080176844898,0.0,17.652080176844898,15.969883111059602,4.699999999999999,18.86868019069824,0.01544370231255084,18.853236488385686,17.3763893306624,4.699999999999999,289.4406150221714,221.3768150221714,68.0638,75.0,4.699999999999999,48.41996540228496,26.059408498518973,3.9830191678565754,22.076389330662398,17.3763893306624,4.699999999999999,56.55450728304386,0.0,0.08200233774209639,0.0029207894556437432,0.022934678861570055,0.011729034323127456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.062310885583314254,0.004080349506578947,21.722222222222285,22.722222222222285
2025-01-01 08:52:00,-1.7,0.92,103.0,47,222,28,3.1,-18.077998212880004,12.43753247303448,9.236100170605994,0.002963029610825206,-2.1158858878993927,82.36857415269733,82.48421329872784,7.631425847302668,7.515786701272166,134.1577982501919,-3.770182715023111,1413.981805,7.154643816268361,7693.695030551895,20.665812537042065,0.0,20.665812537042065,15.965812537042064,4.699999999999999,20.665812537042065,0.0,20.665812537042065,15.965812537042064,4.699999999999999,25.035191341522335,3.2350696673425157,21.80012167417982,17.10012167417982,4.699999999999999,299.76899000550094,220.0689900055009,79.7,75.0,4.699999999999999,1268.175046042884,20.665812537042065,0.0,20.665812537042065,15.965812537042064,4.699999999999999,299.76899000550094,220.0689900055009,79.7,75.0,4.699999999999999,3546.0717205728515,53.65434357230228,24.52512477969495,29.12921879260733,28.633026590306933,0.4961922023003955,57.56243478280811,27.418659054945117,30.143775727862998,29.647583525562602,0.4961922023003955,531.4165274467108,20.665812537042065,0.0,20.665812537042065,15.965812537042064,4.699999999999999,20.665812537042065,0.0,20.665812537042065,15.965812537042064,4.699999999999999,25.035191341522335,3.2350696673425157,21.80012167417982,17.10012167417982,4.699999999999999,299.76899000550094,220.0689900055009,79.7,75.0,4.699999999999999,3064.7585448055106,17.648603906633923,0.0,17.648603906633923,15.965812537042064,4.699999999999999,17.648603906633923,0.0,17.648603906633923,15.965812537042064,4.699999999999999,18.62687445956306,0.009570549813493588,18.617303909749566,17.10012167417982,4.699999999999999,289.3613595847102,221.29755958471023,68.0638,75.0,4.699999999999999,46.516907652182056,25.035191341522335,3.2350696673425157,21.80012167417982,17.10012167417982,4.699999999999999,57.03745791570246,0.0,0.08200233774209639,0.0029207894556437432,0.022934678861570055,0.011729034323127456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.062310885583314254,0.004080349506578947,21.722222222222285,22.722222222222285
2025-01-01 08:53:00,-1.7,0.92,103.0,47,222,28,3.1,-18.077998212880004,12.43753247303448,9.236100170605994,0.002963029610825206,-2.1158858878993927,82.24490966172922,82.35892063185295,7.755090338270772,7.641079368147049,134.35256511412018,-3.7705087659705896,1413.981805,7.051856127662616,7658.958558808042,20.661425244588777,0.0,20.661425244588777,15.96142524458878,4.699999999999999,20.661425244588777,0.0,20.661425244588777,15.96142524458878,4.699999999999999,24.013268647378304,2.4862433744611554,21.52702527291715,16.82702527291715,4.699999999999999,299.71469521169666,220.01469521169665,79.7,75.0,4.699999999999999,1267.9428017396715,20.661425244588777,0.0,20.661425244588777,15.96142524458878,4.699999999999999,299.71469521169666,220.01469521169665,79.7,75.0,4.699999999999999,3574.436536412663,54.55420742065876,25.290428435696203,29.26377898496256,28.767586782662164,0.4961922023003955,57.55218730008741,27.51419211325765,30.037995186829757,29.54180298452936,0.4961922023003955,528.8982213448996,20.661425244588777,0.0,20.661425244588777,15.96142524458878,4.699999999999999,20.661425244588777,0.0,20.661425244588777,15.96142524458878,4.699999999999999,24.013268647378304,2.4862433744611554,21.52702527291715,16.82702527291715,4.699999999999999,299.71469521169666,220.01469521169665,79.7,75.0,4.699999999999999,3060.459144674835,17.644857158878814,0.0,17.644857158878814,15.96142524458878,4.699999999999999,17.644857158878814,0.0,17.644857158878814,15.96142524458878,4.699999999999999,18.389465966696676,0.005386383625430372,18.384079583071244,16.82702527291715,4.699999999999999,289.27691533587074,221.21311533587075,68.0638,75.0,4.699999999999999,44.618113153562646,24.013268647378304,2.4862433744611554,21.52702527291715,16.82702527291715,4.699999999999999,57.518680268385765,0.0,0.08200233774209639,0.0029207894556437432,0.022934678861570055,0.011729034323127456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.062310885583314254,0.004080349506578947,21.722222222222285,22.722222222222285
