occupants,plug_loads_other,plug_loads_tv,lighting_interior,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
1.0,0.596,0.0357,0.0678,0.0,0.0,0,0,0,0
1.0,0.596,0.0357,0.0678,0.0,0.0,0,0,0,0
1.0,0.596,0.0357,0.0678,0.0,0.0,0,0,0,0
1.0,0.589,0.0318,0.0641,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.569,0.0174,0.0544,0.0,0.0575,0,0,0,0
1.0,0.596,0.0235,0.0746,0.0,0.136,0,0,0,0
1.0,0.598,0.0249,0.0848,0.0,0.0,0,0,0,0
1.0,0.606,0.0306,0.125,0.0,0.135,0,0,0,0
1.0,0.615,0.0335,0.141,0.2,0.249,0,0,0,0
0.95,0.642,0.0424,0.186,1.0,0.136,0,0,0,0
0.75,0.609,0.032,0.13,1.0,0.191,0,0,0,0
0.75,0.621,0.0377,0.149,1.0,0.0,0,0,0,0
0.75,0.621,0.0377,0.149,0.933,0.0,0,0,0,0
0.75,0.621,0.0377,0.149,0.0,0.0682,0,0,0,0
0.75,0.634,0.0444,0.172,0.0,0.0682,0,0,0,0
0.75,0.69,0.0711,0.262,0.0,0.0,0,0,0,0
0.75,0.69,0.0711,0.262,0.0,0.136,0,0,0,0
0.75,0.69,0.0711,0.262,0.2,0.0,0,0,0,0
0.75,0.702,0.0801,0.286,1.0,0.0,0,0,0,0
0.75,0.754,0.116,0.379,0.867,0.0,0,0,0,0
0.7,0.741,0.109,0.357,0.0,0.136,0,0,0,0
0.55,0.702,0.0894,0.291,0.0,0.204,0,0,0,0
0.75,0.754,0.119,0.377,0.0,0.136,0,0,0,0
0.75,0.754,0.13,0.369,0.0,0.0,0,0,0,0
0.75,0.754,0.13,0.369,0.0,0.0682,0,0,0,0
0.75,0.754,0.13,0.369,0.0,0.0,0,0,0,0
0.75,0.754,0.132,0.366,0.0,0.0,0,0,0,0
0.75,0.754,0.143,0.355,0.0,0.0,0,0,0,0
0.75,0.754,0.143,0.355,0.0,0.0682,0,0,0,0
0.75,0.754,0.143,0.355,0.0,0.0682,0,0,0,0
0.75,0.754,0.145,0.353,0.0,0.0682,0,0,0,0
0.75,0.754,0.151,0.345,0.0,0.409,0,0,0,0
0.75,0.754,0.151,0.345,0.0,0.0,0,0,0,0
0.75,0.754,0.151,0.345,0.0,0.0,0,0,0,0
0.75,0.754,0.155,0.344,0.0,0.0682,0,0,0,0
0.75,0.754,0.17,0.342,0.0,0.0682,0,0,0,0
0.75,0.754,0.17,0.342,0.0,0.409,0,0,0,0
0.75,0.754,0.17,0.342,0.0,0.0682,0,0,0,0
0.75,0.754,0.172,0.343,0.0,0.0682,0,0,0,0
0.75,0.754,0.18,0.348,0.0,0.0,0,0,0,0
0.75,0.754,0.18,0.348,0.0,0.0682,0,0,0,0
0.75,0.754,0.18,0.348,0.0,0.136,0,0,0,0
0.75,0.759,0.184,0.355,0.0,0.0682,0,0,0,0
0.75,0.783,0.201,0.384,0.0,0.0,0,0,0,0
0.75,0.783,0.201,0.384,0.0,0.0,0,0,0,0
0.7,0.768,0.189,0.362,0.0,0.0,0,0,0,0
0.55,0.733,0.161,0.313,0.2,0.0682,0,0,0,0
0.75,0.827,0.249,0.475,0.8,0.0,0,0,0,0
0.8,0.844,0.265,0.503,0.0,0.0,0,0,0,0
1.0,0.915,0.327,0.616,0.0,0.0,0,0,0,0
0.95,0.906,0.323,0.618,0.0,0.0,0,0,0,0
0.8,0.891,0.325,0.663,0.0,0.0,0,0,0,0
1.0,0.973,0.402,0.817,0.0,0.0682,0,0,0,0
1.0,0.973,0.402,0.817,0.0,0.344,0,0,0,0
0.95,0.956,0.404,0.804,0.0,0.0947,0,0,0,0
0.75,0.885,0.41,0.752,0.0,0.0,0,0,0,0
0.75,0.885,0.41,0.752,0.0,0.0403,0,0,0,0
0.75,0.885,0.41,0.752,0.0,0.0,0,0,0,0
0.75,0.882,0.442,0.751,0.0,0.0682,0,0,0,0
0.75,0.87,0.572,0.745,0.0,0.0,0,0,0,0
0.75,0.87,0.572,0.745,0.0,0.0682,0,0,0,0
0.75,0.87,0.572,0.745,0.0,0.136,0,0,0,0
0.75,0.865,0.599,0.718,0.0,0.144,0,0,0,0
0.7,0.823,0.66,0.574,0.0,0.322,0,0,0,0
0.5,0.748,0.476,0.424,0.0,0.0,0,0,0,0
0.55,0.767,0.522,0.461,0.0,0.183,0,0,0,0
0.75,0.815,0.655,0.554,0.0,0.0682,0,0,0,0
0.75,0.709,0.451,0.326,0.0,0.204,0,0,0,0
0.75,0.709,0.451,0.326,0.0,0.0728,0,0,0,0
0.75,0.709,0.451,0.326,0.0,0.0486,0,0,0,0
0.75,0.68,0.364,0.27,0.0,0.0,0,0,0,0
0.75,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
0.75,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
0.75,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
0.75,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
0.75,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
0.75,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
0.75,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
0.75,0.569,0.0198,0.053,0.0,0.0,0,0,0,0
