occupants,plug_loads_other,plug_loads_tv,ceiling_fan,lighting_interior,hot_water_clothes_washer,clothes_washer,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.572,0.0197,0.402,0.067,0.0,0.0,0.0,0.0547,0,0,0,0
1.0,0.64,0.0449,0.281,0.182,0.0,0.0,0.0,0.285,0,0,0,0
1.0,0.64,0.0449,0.281,0.182,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.64,0.0449,0.281,0.182,0.0,0.0,0.0,0.0567,0,0,0,0
1.0,0.653,0.0509,0.262,0.202,0.0,0.0,0.0,0.377,0,0,0,0
1.0,0.732,0.0895,0.14,0.333,0.0,0.0,0.0,0.0937,0,0,0,0
1.0,0.732,0.0895,0.14,0.333,0.0,0.0,0.0,0.168,0,0,0,0
1.0,0.732,0.0895,0.14,0.333,0.0,0.0,0.0,0.73,0,0,0,0
1.0,0.732,0.0915,0.14,0.334,0.0,0.0,0.0,0.187,0,0,0,0
1.0,0.732,0.105,0.14,0.342,0.0,0.0,0.0,0.141,0,0,0,0
1.0,0.732,0.105,0.14,0.342,0.0,0.0,0.0,0.0468,0,0,0,0
1.0,0.732,0.105,0.14,0.342,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.744,0.113,0.122,0.36,0.0,0.0,0.0,0.152,0,0,0,0
1.0,0.818,0.168,0.0,0.475,0.0,0.0,0.0,0.574,0,0,0,0
1.0,0.818,0.168,0.0,0.475,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.818,0.168,0.0,0.475,0.224,0.133,0.0,0.0,0,0,0,0
1.0,0.818,0.17,0.0,0.473,0.205,0.8,0.0,0.0937,0,0,0,0
1.0,0.818,0.186,0.0,0.457,0.104,0.0,0.0,0.375,0,0,0,0
1.0,0.818,0.186,0.0,0.457,0.275,0.0,0.0,0.187,0,0,0,0
1.0,0.818,0.186,0.0,0.457,0.397,0.0,0.0,0.0,0,0,0,0
1.0,0.818,0.187,0.0,0.455,0.318,0.0,0.133,0.0,0,0,0,0
1.0,0.818,0.196,0.0,0.444,0.214,0.0,1.0,0.0,0,0,0,0
1.0,0.818,0.196,0.0,0.444,0.0747,0.0,0.933,0.0,0,0,0,0
1.0,0.818,0.196,0.0,0.444,0.195,0.0,0.0,0.0,0,0,0,0
1.0,0.818,0.199,0.0,0.443,0.63,0.0,0.0,0.0,0,0,0,0
1.0,0.818,0.222,0.0,0.44,0.224,0.0,0.0,0.0937,0,0,0,0
1.0,0.818,0.222,0.0,0.44,0.0552,0.0,0.0,0.375,0,0,0,0
1.0,0.818,0.222,0.0,0.44,0.279,0.0,0.0,0.0,0,0,0,0
1.0,0.818,0.223,0.0,0.441,0.0292,0.0,0.0,0.187,0,0,0,0
1.0,0.818,0.235,0.0,0.448,0.269,0.0,0.0,0.187,0,0,0,0
1.0,0.818,0.235,0.0,0.448,0.279,0.0,0.0,0.0,0,0,0,0
1.0,0.818,0.235,0.0,0.448,0.224,0.0,0.0,0.0,0,0,0,0
1.0,0.823,0.238,0.0,0.454,0.308,0.0,0.0,0.0,0,0,0,0
1.0,0.857,0.263,0.0,0.496,0.234,0.0,0.0,0.0937,0,0,0,0
1.0,0.857,0.263,0.0,0.496,0.104,0.0,0.0,0.187,0,0,0,0
1.0,0.857,0.263,0.0,0.496,0.403,0.0,0.0,0.375,0,0,0,0
1.0,0.864,0.271,0.0,0.512,0.12,0.0,0.0,0.0,0,0,0,0
1.0,0.915,0.327,0.0,0.616,0.136,0.0,0.0,0.0937,0,0,0,0
1.0,0.915,0.327,0.0,0.616,0.0292,0.0,0.0,0.0,0,0,0,0
1.0,0.915,0.327,0.0,0.616,0.179,0.0,0.0,0.187,0,0,0,0
1.0,0.923,0.337,0.0,0.643,0.373,0.0,0.0,0.187,0,0,0,0
1.0,0.973,0.402,0.0,0.817,0.114,0.0,0.0,0.281,0,0,0,0
1.0,0.973,0.402,0.0,0.817,0.195,0.0,0.0,0.0937,0,0,0,0
1.0,0.973,0.402,0.0,0.817,0.205,0.0,0.0,0.0,0,0,0,0
1.0,0.976,0.421,0.0,0.84,0.104,0.0,0.0,0.0,0,0,0,0
1.0,0.993,0.541,0.0,0.986,0.477,0.0,0.0,0.0937,0,0,0,0
1.0,0.993,0.541,0.0,0.986,0.234,0.0,0.0,0.187,0,0,0,0
1.0,0.993,0.541,0.0,0.986,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.99,0.57,0.0,0.985,0.0,0.0,0.133,0.0,0,0,0,0
1.0,0.973,0.758,0.0,0.977,0.0,0.0,0.867,0.0,0,0,0,0
1.0,0.973,0.758,0.0,0.977,0.0,0.0,0.0,0.0937,0,0,0,0
1.0,0.973,0.758,0.0,0.977,0.214,0.133,0.0,0.0937,0,0,0,0
1.0,0.968,0.781,0.0,0.953,0.0292,0.8,0.0,0.0,0,0,0,0
1.0,0.934,0.936,0.0,0.798,0.344,0.0,0.0,0.0,0,0,0,0
1.0,0.934,0.936,0.0,0.798,0.25,0.0,0.0,0.0,0,0,0,0
1.0,0.934,0.936,0.0,0.798,0.43,0.0,0.0,0.0,0,0,0,0
1.0,0.924,0.929,0.0,0.772,0.476,0.0,0.0,0.0,0,0,0,0
1.0,0.857,0.887,0.0,0.602,0.412,0.0,0.0,0.0,0,0,0,0
1.0,0.857,0.887,0.0,0.602,0.474,0.0,0.0,0.0,0,0,0,0
1.0,0.857,0.887,0.0,0.602,0.169,0.0,0.0,0.0,0,0,0,0
1.0,0.846,0.84,0.0,0.591,0.188,0.0,0.0,0.0,0,0,0,0
0.956,0.769,0.513,0.0187,0.502,0.273,0.0,0.0,0.0,0,0,0,0
0.667,0.706,0.363,0.14,0.365,0.224,0.0,0.0,0.0,0,0,0,0
0.667,0.706,0.363,0.14,0.365,0.299,0.0,0.0,0.0,0,0,0,0
0.667,0.701,0.336,0.14,0.341,0.169,0.0,0.0,0.0,0,0,0,0
0.667,0.66,0.15,0.159,0.173,0.263,0.0,0.0,0.0,0,0,0,0
0.667,0.614,0.0879,0.281,0.116,0.205,0.0,0.0,0.0,0,0,0,0
0.667,0.614,0.0879,0.281,0.116,0.0195,0.0,0.0,0.0,0,0,0,0
0.667,0.614,0.0818,0.281,0.11,0.581,0.0,0.0,0.0,0,0,0,0
0.667,0.608,0.0424,0.281,0.074,0.597,0.0,0.0,0.0,0,0,0,0
0.711,0.608,0.0424,0.281,0.074,0.39,0.0,0.0,0.0,0,0,0,0
1.0,0.608,0.0424,0.281,0.074,0.409,0.0,0.0,0.0,0,0,0,0
1.0,0.602,0.0388,0.299,0.0707,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.577,0.0211,0.384,0.0764,0.0,0.0,0.0,0.0589,0,0,0,0
1.0,0.68,0.0551,0.14,0.252,0.0,0.0,0.0,0.442,0,0,0,0
1.0,0.696,0.0615,0.122,0.278,0.0,0.0,0.0,0.118,0,0,0,0
0.956,0.788,0.0992,0.0187,0.43,0.0,0.0,0.0,0.0937,0,0,0,0
0.667,0.719,0.074,0.14,0.315,0.0,0.0,0.0,0.0575,0,0,0,0
0.667,0.719,0.074,0.14,0.315,0.0,0.0,0.0,0.287,0,0,0,0
0.667,0.721,0.0761,0.14,0.317,0.0,0.0,0.133,0.0,0,0,0,0
0.711,0.744,0.0944,0.122,0.352,0.0,0.0,1.0,0.0574,0,0,0,0
1.0,0.818,0.126,0.0,0.475,0.0,0.0,1.0,0.201,0,0,0,0
1.0,0.818,0.126,0.0,0.475,0.0,0.0,0.933,0.0937,0,0,0,0
1.0,0.818,0.129,0.0,0.477,0.0,0.0,0.0,0.244,0,0,0,0
1.0,0.818,0.149,0.0,0.489,0.0,0.0,0.0,0.179,0,0,0,0
1.0,0.818,0.149,0.0,0.489,0.0,0.0,0.0,0.187,0,0,0,0
1.0,0.818,0.149,0.0,0.489,0.0,0.0,0.0,0.058,0,0,0,0
0.956,0.806,0.145,0.0187,0.468,0.0,0.0,0.0,0.232,0,0,0,0
0.667,0.732,0.117,0.14,0.333,0.0,0.0,0.0,0.0937,0,0,0,0
0.667,0.732,0.117,0.14,0.333,0.0,0.0,0.0,0.201,0,0,0,0
0.667,0.732,0.117,0.14,0.333,0.0,0.0,0.0,0.268,0,0,0,0
0.667,0.732,0.119,0.14,0.332,0.0,0.0,0.133,0.0,0,0,0,0
0.667,0.732,0.129,0.14,0.321,0.0,0.0,1.0,0.0584,0,0,0,0
0.667,0.732,0.129,0.14,0.321,0.0,0.0,1.0,0.175,0,0,0,0
0.711,0.744,0.137,0.122,0.339,0.0,0.0,0.933,0.0,0,0,0,0
0.956,0.806,0.179,0.0187,0.438,0.0,0.0,0.0,0.0937,0,0,0,0
0.667,0.732,0.136,0.14,0.312,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.732,0.136,0.14,0.312,0.0,0.0,0.0,0.0937,0,0,0,0
0.667,0.732,0.136,0.14,0.312,0.0,0.0,0.0,0.469,0,0,0,0
0.667,0.732,0.138,0.14,0.312,0.0,0.0,0.133,0.0,0,0,0,0
0.711,0.744,0.162,0.122,0.327,0.0,0.0,0.867,0.0562,0,0,0,0
1.0,0.818,0.222,0.0,0.44,0.0,0.0,0.0,0.197,0,0,0,0
1.0,0.818,0.222,0.0,0.44,0.0,0.0,0.0,0.0,0,0,0,0
0.956,0.806,0.214,0.0187,0.423,0.0,0.0,0.0,0.153,0,0,0,0
0.667,0.732,0.162,0.14,0.315,0.0,0.0,0.0,0.451,0,0,0,0
0.667,0.732,0.162,0.14,0.315,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.732,0.162,0.14,0.315,0.0,0.0,0.0,0.0755,0,0,0,0
0.667,0.736,0.164,0.14,0.319,0.0,0.0,0.0,0.0503,0,0,0,0
0.667,0.758,0.181,0.14,0.347,0.0,0.0,0.0,0.0937,0,0,0,0
0.667,0.758,0.181,0.14,0.347,0.0,0.0,0.0,0.187,0,0,0,0
0.667,0.758,0.181,0.14,0.347,0.0,0.0,0.0,0.0937,0,0,0,0
0.667,0.763,0.186,0.14,0.358,0.0,0.0,0.0,0.187,0,0,0,0
0.711,0.813,0.237,0.122,0.452,0.0,0.0,0.133,0.0937,0,0,0,0
1.0,0.915,0.327,0.0,0.616,0.0,0.0,1.0,0.375,0,0,0,0
1.0,0.915,0.327,0.0,0.616,0.0,0.0,0.933,0.0937,0,0,0,0
1.0,0.923,0.337,0.0,0.643,0.0,0.0,0.0,0.0937,0,0,0,0
1.0,0.973,0.402,0.0,0.817,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.973,0.402,0.0,0.817,0.0,0.0,0.0,0.0937,0,0,0,0
0.956,0.955,0.385,0.0187,0.783,0.0,0.0,0.0,0.187,0,0,0,0
0.711,0.857,0.309,0.122,0.618,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.993,0.541,0.0,0.986,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.993,0.541,0.0,0.986,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.993,0.541,0.0,0.986,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.99,0.57,0.0,0.985,0.0,0.0,0.0,0.0937,0,0,0,0
1.0,0.973,0.758,0.0,0.977,0.0,0.0,0.0,0.375,0,0,0,0
1.0,0.973,0.758,0.0,0.977,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.973,0.758,0.0,0.977,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.968,0.781,0.0,0.953,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.934,0.936,0.0,0.798,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.934,0.936,0.0,0.798,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.934,0.936,0.0,0.798,0.0,0.0,0.0,0.0,0,0,0,0
0.956,0.911,0.89,0.0187,0.748,0.0,0.0,0.0,0.0,0,0,0,0
0.711,0.771,0.635,0.122,0.442,0.0,0.0,0.0,0.0572,0,0,0,0
1.0,0.857,0.887,0.0,0.602,0.0,0.0,0.0,0.265,0,0,0,0
1.0,0.843,0.848,0.0187,0.577,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.751,0.565,0.14,0.411,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.706,0.363,0.14,0.365,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.697,0.34,0.159,0.344,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.634,0.189,0.281,0.207,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.624,0.166,0.299,0.186,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.568,0.0164,0.402,0.0496,0.0,0.0,0.0,0.187,0,0,0,0
1.0,0.608,0.02,0.281,0.0512,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.608,0.02,0.281,0.0512,0.0,0.0,0.0,0.0937,0,0,0,0
1.0,0.608,0.02,0.281,0.0512,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.608,0.0208,0.281,0.0554,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.608,0.026,0.281,0.0831,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.608,0.026,0.281,0.0831,0.0,0.0,0.0,0.0937,0,0,0,0
1.0,0.608,0.026,0.281,0.0831,0.0,0.0,0.0,0.0937,0,0,0,0
0.956,0.61,0.0273,0.281,0.0921,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.621,0.0355,0.281,0.151,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.621,0.0355,0.281,0.151,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.621,0.0355,0.281,0.151,0.0,0.0,0.0,0.0937,0,0,0,0
0.667,0.624,0.0368,0.281,0.155,0.0,0.0,0.0,0.469,0,0,0,0
0.667,0.64,0.0449,0.281,0.182,0.0,0.0,0.0,0.0937,0,0,0,0
0.667,0.64,0.0449,0.281,0.182,0.0,0.0,0.0,0.375,0,0,0,0
0.667,0.64,0.0449,0.281,0.182,0.0,0.0,0.0,0.0937,0,0,0,0
0.667,0.641,0.046,0.281,0.183,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.647,0.0527,0.281,0.191,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.647,0.0527,0.281,0.191,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.647,0.0527,0.281,0.191,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.658,0.0596,0.262,0.211,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.732,0.105,0.14,0.342,0.0,0.0,0.0,0.0,0,0,0,0
0.711,0.744,0.111,0.122,0.362,0.0,0.0,0.0,0.0937,0,0,0,0
1.0,0.818,0.149,0.0,0.489,0.0,0.0,0.0,0.0937,0,0,0,0
1.0,0.818,0.152,0.0,0.487,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.818,0.168,0.0,0.475,0.0,0.0,0.0,0.0937,0,0,0,0
1.0,0.818,0.168,0.0,0.475,0.0,0.0,0.0,0.281,0,0,0,0
1.0,0.818,0.168,0.0,0.475,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.818,0.17,0.0,0.473,0.205,0.133,0.0,0.0,0,0,0,0
1.0,0.818,0.186,0.0,0.457,0.601,0.8,0.0,0.0,0,0,0,0
1.0,0.818,0.186,0.0,0.457,0.234,0.0,0.0,0.0,0,0,0,0
1.0,0.818,0.186,0.0,0.457,0.279,0.0,0.0,0.0,0,0,0,0
1.0,0.818,0.187,0.0,0.455,0.523,0.0,0.0,0.0937,0,0,0,0
1.0,0.818,0.196,0.0,0.444,0.205,0.0,0.0,0.0937,0,0,0,0
1.0,0.818,0.196,0.0,0.444,0.347,0.0,0.0,0.0,0,0,0,0
1.0,0.818,0.196,0.0,0.444,0.104,0.0,0.0,0.0937,0,0,0,0
1.0,0.818,0.199,0.0,0.443,0.224,0.0,0.0,0.0,0,0,0,0
1.0,0.806,0.213,0.0187,0.422,0.0,0.0,0.0,0.0937,0,0,0,0
1.0,0.732,0.153,0.14,0.31,0.0,0.0,0.0,0.187,0,0,0,0
1.0,0.732,0.153,0.14,0.31,0.0,0.0,0.0,0.0937,0,0,0,0
1.0,0.744,0.164,0.122,0.328,0.039,0.133,0.0,0.0,0,0,0,0
1.0,0.818,0.235,0.0,0.448,0.347,0.8,0.0,0.0937,0,0,0,0
1.0,0.818,0.235,0.0,0.448,0.328,0.0,0.0,0.0,0,0,0,0
1.0,0.818,0.235,0.0,0.448,0.468,0.0,0.0,0.187,0,0,0,0
1.0,0.823,0.238,0.0,0.454,0.419,0.0,0.0,0.187,0,0,0,0
1.0,0.857,0.263,0.0,0.496,0.643,0.0,0.0,0.0,0,0,0,0
1.0,0.857,0.263,0.0,0.496,0.393,0.0,0.0,0.0937,0,0,0,0
1.0,0.857,0.263,0.0,0.496,0.422,0.0,0.0,0.187,0,0,0,0
1.0,0.864,0.271,0.0,0.512,0.039,0.0,0.0,0.0,0,0,0,0
1.0,0.915,0.327,0.0,0.616,0.214,0.0,0.0,0.187,0,0,0,0
1.0,0.915,0.327,0.0,0.616,0.0195,0.0,0.0,0.187,0,0,0,0
1.0,0.915,0.327,0.0,0.616,0.497,0.0,0.0,0.0,0,0,0,0
1.0,0.923,0.337,0.0,0.643,0.0747,0.0,0.0,0.0,0,0,0,0
1.0,0.973,0.402,0.0,0.817,0.497,0.0,0.0,0.0,0,0,0,0
1.0,0.973,0.402,0.0,0.817,0.195,0.0,0.0,0.0,0,0,0,0
1.0,0.973,0.402,0.0,0.817,0.458,0.0,0.0,0.0937,0,0,0,0
1.0,0.976,0.421,0.0,0.84,0.0292,0.0,0.0,0.0937,0,0,0,0
1.0,0.993,0.541,0.0,0.986,0.234,0.0,0.0,0.0,0,0,0,0
0.956,0.974,0.518,0.0187,0.945,0.188,0.0,0.0,0.0,0,0,0,0
0.667,0.849,0.366,0.14,0.674,0.14,0.0,0.0,0.0,0,0,0,0
0.667,0.847,0.385,0.14,0.673,0.179,0.0,0.0,0.0,0,0,0,0
0.667,0.836,0.51,0.14,0.668,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.836,0.51,0.14,0.668,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.836,0.51,0.14,0.668,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.799,0.445,0.178,0.585,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.711,0.575,0.0546,0.402,0.0739,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.66,0.306,0.281,0.234,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.66,0.306,0.281,0.234,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.66,0.306,0.281,0.234,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.656,0.291,0.281,0.23,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.634,0.189,0.281,0.207,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.634,0.189,0.281,0.207,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.634,0.189,0.281,0.207,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.631,0.176,0.281,0.195,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.614,0.0879,0.281,0.116,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.607,0.0783,0.299,0.107,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.568,0.0162,0.402,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.608,0.0183,0.281,0.0493,0.0,0.0,0.0,0.0937,0,0,0,0
1.0,0.608,0.0181,0.281,0.0493,0.0,0.0,0.0,0.0937,0,0,0,0
1.0,0.608,0.0166,0.281,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.608,0.0166,0.281,0.0493,0.0,0.0,0.0,0.0937,0,0,0,0
1.0,0.608,0.0166,0.281,0.0493,0.0,0.0,0.0,0.375,0,0,0,0
1.0,0.602,0.0165,0.299,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
